ratinguser,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,ratingprop,good_label,conve_label,impre_label,superb_label,reviewamount,randomrate,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,cleanaccom,propertyaddress,longitude,latitude,landmarknear,propertyinfo,nameuser,classreviewamount
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2896,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Manoko No. 28, RT. 02 / RW. 08, Desa Cikahuripan, Kampung Cisaroni, Kel. Cikahuripan, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8049347,107.6090419,Geological Museum,Bukit Cikahuripan Resort,arfian r.,1000 - 3000
8.8,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2896,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Merdeka No.25-29, Babakan Ciamis, Kec. Sumur Bandung , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9092345,107.6103071,Geological Museum,La Grande Apartment By Handoko,Rosyani,1000 - 3000
10,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2896,5,0,2,0,0,6,0,1,4,0,9,9,0,"Kampung Ciater RT.01 RW 01 Desa Ciater,Kec.Ciater Kab.Subang - Jawa Barat, Lembang, Ciater, Bandung, Indonesia, 41217",-6.7471523,107.6392892,Geological Museum,Miracle D'GYP Signature,Suwandi,1000 - 3000
4.8,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,2,0,2,0,0,2,0,1,2,0,2,2,0,"Jl Tangkuban Perahu No 22 Lembang, Kabupaten Bandung Barat, Jawa Barat, Indonesia, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8134369,107.623428,Kawah Putih,RumaTerra B & B,Agnes M. Z.,1000 - 3000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,3,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Jayagiri No. 54, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8073445,107.6195828,Kawah Putih,Jayagiri Guesthouse,Sheila H. K.,1000 - 3000
8.5,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,4,0,2,0,0,2,0,1,3,2,4,2,1,"Jalan Kanayakan Lama (Dago Atas) Blok A No. 40, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8987478,107.6127916,Kawah Putih,Wisma Puri Larasati,Farida Y.,1000 - 3000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,4,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9043514,107.620746,Kawah Putih,Amaris Hotel Cimanuk,Ratri Y.,1000 - 3000
8.5,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,4,0,0,0,0,0,0,0,0,0,1,1,1,"Jalan Merdeka No. 25 - 29 , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9092345,107.6103071,Kawah Putih,Best Western Premier La Grande Hotel,Defrizon,1000 - 3000
8.5,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,4,2,0,1,2,0,2,0,1,3,2,-1,1,"Jl. Kol Masturi km 11 Cisarua , Parongpong, Bandung, Jawa Barat, Indonesia, 40541",-6.789289,107.5802928,Kawah Putih,Dusun Bambu Resort,Adrian S.,1000 - 3000
6,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,4,1,0,1,0,1,1,0,0,1,1,0,1,"Jalan Jayagiri No. 54, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8073445,107.6195828,Kawah Putih,Jayagiri Guesthouse,Marlina,1000 - 3000
8.8,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,4,0,2,0,0,3,0,0,3,0,3,3,1,"Jalan Bengawan No.57, Bandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9103546,107.628399,Kawah Putih,ERENHA Guest House,Luckitawati S.,1000 - 3000
6,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Raya Ciwidey - Patengan No.6, Alamendah, Kec. Rancabali, Bandung, Jawa Barat, Kabupaten Bandung, 40973, Ciwidey, Bandung, Jawa Barat, Indonesia, 40972",-7.1310641,107.4192968,Kawah Putih,OYO 2369 Cempaka Residence Ciwidey,daniel s.,1000 - 3000
8.5,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Apel No. 2, Rancakendal, Dago, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8736894,107.6294625,Kawah Putih,Casa De Apple,Yohana P.,1000 - 3000
5.4,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,4,0,1,0,0,4,0,0,2,0,8,8,0,"Jalan Raya Lembang No.224 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8132787,107.6155207,"Braga, Asia Afrika",Hotel Bumi Makmur Indah Lembang,Rika R.,3000 - 6000
5.1,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,4,0,1,0,0,1,0,0,1,0,2,2,0,"Jl. Otto Iskandar Dinata No.70, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40180",-6.9178719,107.6033253,"Braga, Asia Afrika",Pasar Baru Square Hotel Bandung,Ayu P.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,4,0,0,0,0,0,0,0,0,0,0,0,0,"Genteng Lapang Jend. No.1, Cikole, Lembang, West Bandung Regency, West Java 40391, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7847805,107.6481423,"Braga, Asia Afrika",Bobocabin Cikole,Luckqee S. A.,3000 - 6000
9.4,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,4,0,1,0,0,1,0,1,1,0,1,1,0,"Jalan Cilaki No. 31, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9056724,107.6277978,"Braga, Asia Afrika",Ariandri Residence Hotel Cilaki,Sarah,3000 - 6000
6.2,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,5,1,1,0,0,3,1,0,3,2,4,2,0,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung , Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,"Braga, Asia Afrika",ALI2 Pondok Orange 1,Oktavia T. R. S.,3000 - 6000
5.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,5,0,2,0,0,3,0,1,3,0,3,3,0,"Jalan Taman Cibeunying Selatan No.7, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9081216,107.6261752,"Braga, Asia Afrika",Tibera Taman Cibeunying,Andita T. A.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,5,0,2,0,0,3,0,1,3,0,3,3,0,"Jalan Citarum No. 16, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9044631,107.6231043,"Braga, Asia Afrika",Citarum Hotel,Nova W.,3000 - 6000
5.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,5,2,1,0,1,1,1,2,2,2,3,1,0,"Jalan Parung Serab, Parungserab, Bandung, Jawa Barat, Soreang, Bandung, Jawa Barat, Indonesia, 40913",-7.0105801,107.5343285,"Braga, Asia Afrika",OYO 90324 Si Jalak Guest House,Kemal A.,3000 - 6000
6.1,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Parung Serab, Parungserab, Bandung, Jawa Barat, Soreang, Bandung, Jawa Barat, Indonesia, 40913",-7.0105801,107.5343285,"Braga, Asia Afrika",OYO 90324 Si Jalak Guest House,Nalita R. H.,3000 - 6000
8.6,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Taman Cibeunying Selatan No.7, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9081216,107.6261752,"Braga, Asia Afrika",Tibera Taman Cibeunying,Tifany C. P.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,2,0,2,0,0,2,0,1,2,0,2,2,0,"Jalan Manoko No. 28, RT. 02 / RW. 08, Desa Cikahuripan, Kampung Cisaroni, Kel. Cikahuripan, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8049347,107.6090419,Kawah Putih,Bukit Cikahuripan Resort,Resti S. U.,3000 - 6000
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,3,0,1,1,0,1,0,1,1,1,3,2,0,"Jalan Cilamaya No 1, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9032993,107.6166768,Kawah Putih,Hotel Bumi Asih Gedung Sate Bandung,Lucky R.,3000 - 6000
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,3,0,0,0,0,2,0,0,1,0,2,2,0,"Jl. Holtikultura 19, Jayagiri Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8160223,107.6107358,Kawah Putih,Lembang Views,chandra l.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,4,0,2,0,0,4,0,0,4,0,4,4,1,"Jl Cimanuk 11a Bandung , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9034265,107.6210642,Kawah Putih,The House Tour Hotel Downtown,Mustika R. N.,3000 - 6000
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Ir. H Juanda No. 50 , Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.9008204,107.6125846,Kawah Putih,OYO 1452 Hotel Utari,Ade S.,3000 - 6000
8.8,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,1,0,0,2,0,1,2,0,3,3,0,"Jalan Raya Ciwidey Km 25 Pasir Jambu, Ciwidey, Bandung, Jawa Barat, Indonesia",-7.0833631,107.4827902,Kawah Putih,Sindang Reret Hotel Ciwidey,Nelia N.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,1,0,0,1,0,0,1,0,1,1,0,"Parkir Barat Wisata Sari Ater, Ciater, Jawa Barat, Lembang, Ciater, Bandung, Indonesia, 41279",-6.7398681,107.6532326,Kawah Putih,DGYP 5 Ciater,Wieke F.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,2,1,1,1,1,2,0,1,5,1,-4,0,"Jl. Otto Iskandar Dinata No.70, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40180",-6.9178719,107.6033253,Kawah Putih,Pasar Baru Square Hotel Bandung,Martina S.,3000 - 6000
9.1,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,2,0,0,2,0,0,1,0,2,2,0,"Jl. Otto Iskandar Dinata No.70, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40180",-6.9178719,107.6033253,Kawah Putih,Pasar Baru Square Hotel Bandung,Sujanto D. C.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,5,0,1,0,0,4,0,0,3,0,8,8,0,"Jl. Cihampelas No.184, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131",-6.893387,107.6044697,Kawah Putih,Serela Merdeka by KAGUM Hotels,Phan,3000 - 6000
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,3,0,0,0,0,0,0,0,0,0,0,0,0,"Jl.Bahureksa no 3 Bandung , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9049747,107.6139818,"Braga, Asia Afrika",Ivory Hotel Bandung,sotardodo t. j.,3000 - 6000
5.6,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,3,0,3,0,0,1,0,1,2,0,2,2,0,"Jalan Tangkuban Perahu No. 168 Cibogo - Cikole Lembang - Bandung, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8091287,107.6464558,"Braga, Asia Afrika",Saung Balibu Hotel,Dody C.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,1,7,1,1,4,1,2,6,3,7,4,0,"Jalan Cilaki No. 31, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9056724,107.6277978,"Braga, Asia Afrika",Ariandri Residence Hotel Cilaki,Vinia K. K.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,0,1,0,0,2,0,1,1,0,2,2,0,"Jl. Ligar Melati No. 2, Dago, Bandung, Jawa Barat, Indonesia, 41090",-6.8753007,107.6362834,"Braga, Asia Afrika",Villa Ethnic Syariah - 3 Bedroom,riki n.,3000 - 6000
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,0,0,0,0,0,0,0,0,0,0,0,0,"Dago Giri 168, Kabupaten Bandung Barat-Jawa Barat, Dago Atas, Bandung, Jawa Barat, Indonesia, 40158",-6.8482536,107.6267538,"Braga, Asia Afrika",Mandevilla,Fleming M. C.,3000 - 6000
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,2,2,4,3,1,2,1,2,7,1,-6,0,"jl. dago 462 E - F, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8675192,107.6208951,"Braga, Asia Afrika",The Regia Dago,Sigit W.,3000 - 6000
5.2,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,1,1,0,0,1,0,0,2,1,1,0,0,"Lebakmuncang, Kec. Ciwidey, Bandung, Jawa Barat 40973, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1142228,107.4460426,"Braga, Asia Afrika",Ciwidey Homestay,Nurul L.,3000 - 6000
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Holtikultura No. 88 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8167468,107.6098218,"Braga, Asia Afrika",SanGria Resort & Spa,Rahadyo A.,3000 - 6000
8.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,5,0,1,0,0,2,0,1,2,0,2,2,0,"Lapangan Golf Dago Atas No. 78, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8969955,107.6131553,"Braga, Asia Afrika",Swiss-Belresort Dago Heritage Bandung,Michael A. D.,3000 - 6000
8.8,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,5,0,1,0,0,1,0,1,2,0,2,2,0,"Jl Raya Lembang 227, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8122314,107.6158244,"Braga, Asia Afrika",Pesona Bamboe Lembang,Zydane,3000 - 6000
9.1,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,3,0,1,0,0,3,0,0,3,0,3,3,1,"Jalan Tangkuban Perahu No 29, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8105882,107.6244453,"Braga, Asia Afrika",Hotel & Banquet Panorama Lembang,suhar d.,3000 - 6000
6.9,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,3,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9043514,107.620746,"Braga, Asia Afrika",Amaris Hotel Cimanuk,Bagas B.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,3,0,0,0,0,0,0,0,0,0,1,1,0,"Jalan Lembang Asri No. 184, Lembang, Sukajaya, Kabupaten Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8003343,107.5967247,"Braga, Asia Afrika",Villa Bumi Lembang,Liem C. M.,3000 - 6000
5.7,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,3,0,2,0,0,3,0,1,3,0,4,4,0,"Jalan Dago Pakar Permai 2 No 41, Resor Dago Pakar, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8653691,107.6369539,"Braga, Asia Afrika",5 BR Hill View Villa with a private pool 1,david a.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,4,0,2,0,0,5,0,1,5,0,5,5,0,"Parkir Barat Wisata Sari Ater, Ciater, Jawa Barat, Lembang, Ciater, Bandung, Indonesia, 41279",-6.7398681,107.6532326,"Braga, Asia Afrika",DGYP 5 Ciater,Pt sinar S. I.,3000 - 6000
6,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,5,0,2,0,0,1,0,1,1,0,3,3,0,"Jalan Muararajeun 24, Kel Cihaurgeulis Kec Cibeunying kaler Bandung Jawa barat, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9022422,107.6281215,"Braga, Asia Afrika",Rumah Tamu Muararajeun,Moch Y. A.,3000 - 6000
9.7,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,5,0,2,0,0,0,0,0,0,0,5,5,0,"Jalan Mundinglaya No.2 Sukasari,Cikapayang, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8980407,107.6105963,"Braga, Asia Afrika",Sapadia Guest House Bandung,Sabrina A.,3000 - 6000
6.2,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,5,0,1,0,0,1,0,0,2,0,2,2,0,"Jalan Krisan No.1,RT 03 RW 010, Kavling Stroberi, Terusan Sersan Bajuri, Cihideung, Parongpong, Lembang, Bandung, Jawa Barat, Indonesia, 40558",-6.8122843,107.596327,"Braga, Asia Afrika",Notes from the Mountains,EMY A. I.,3000 - 6000
10,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,5,0,2,0,0,1,0,1,1,0,1,1,0,"Jalan Belitung / Lombok No.10 , Sumurbandung, Bandung, Jawa Barat, Indonesia, 40107",-6.9113886,107.6187247,"Braga, Asia Afrika",Oasis Siliwangi Hotel & Waterpark,Wila R.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,5,0,1,0,0,2,0,1,3,0,4,4,0,"Jalan WR. SUPRATMAN No. 66 - 68, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9049088,107.6291232,"Braga, Asia Afrika",Mercure Bandung Nexa Supratman,Harry S.,3000 - 6000
9.4,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,3,0,1,0,0,2,0,0,2,0,2,2,1,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9031712,107.6212606,Taman Hutan Raya Juanda,Hotel Vio Cimanuk,Tyas,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,4,0,2,0,0,2,0,0,1,0,2,2,0,"Jln. Dago Pojok No. 11 B, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8739598,107.6180409,Taman Hutan Raya Juanda,Wisma 11 Dago,Arman G.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Bukit Pakar Timur No. 33, Dago Atas, Bandung, Jawa Barat, Indonesia, 40141",-6.8635516,107.6292082,Taman Hutan Raya Juanda,Pondokan Tjiburial,Iyus,3000 - 6000
9.4,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,4,0,0,0,0,1,0,0,0,0,1,1,0,"Jalan Raya Dago Golf No. 2B, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.866951,107.6247302,Taman Hutan Raya Juanda,Rumah Kiboku,Renny R.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,4,0,1,0,0,1,0,0,1,0,1,1,0,"Jl. Bukit Pakar Timur IV No. 88 Dago Pakar , Dago Atas, Bandung, Jawa Barat, Indonesia, 40141",-6.8617564,107.6355892,Taman Hutan Raya Juanda,Dago Highland Resort,Atep S. W. A.,3000 - 6000
5.4,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,5,0,1,1,0,2,1,0,2,3,4,1,0,"Jalan Bukit Cemara Hijau No. 19 Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40134",-6.8616636,107.6503191,Taman Hutan Raya Juanda,0 BR City View Villa with a private pool 1,amanda p.,3000 - 6000
9.7,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,5,0,0,0,0,1,0,0,1,1,1,0,0,"Jl. Sari Alam,41281,Subang,West Java, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7392093,107.6589944,Taman Hutan Raya Juanda,OYO 2141 Pondok Pulo Sari 8,Asep S.,3000 - 6000
8.8,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,5,3,1,4,1,0,2,0,0,9,3,-6,0,"Jalan Raya Ciwidey Km 25 Pasir Jambu, Ciwidey, Bandung, Jawa Barat, Indonesia",-7.0833631,107.4827902,Taman Hutan Raya Juanda,Sindang Reret Hotel Ciwidey,Nanang N.,3000 - 6000
9.1,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,5,1,1,1,1,1,1,1,1,2,3,1,0,"Jalan Cilamaya No 1, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9032993,107.6166768,Taman Hutan Raya Juanda,Hotel Bumi Asih Gedung Sate Bandung,aisyah h.,3000 - 6000
8.5,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,5,0,0,0,0,0,0,0,0,0,0,0,0,"Calistha Dago Residence, Jalan Gandaria Raya, Dago Atas, Bandung, Jawa Barat, Indonesia, 40190",-6.8763726,107.6260963,Taman Hutan Raya Juanda,Pondok Calistha Guesthouse,Suryadi W.,3000 - 6000
5.1,1,0,0,0,0,0,0,0,8,0,1,0,0,3914,5,0,1,0,1,1,1,1,1,2,3,1,0,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia, 40114",-6.9006712,107.6174754,Taman Hutan Raya Juanda,Pullman Bandung Grand Central,Fajrina E. P.,3000 - 6000
9.4,1,0,0,0,0,0,0,0,8,0,1,0,0,3915,3,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Holtikultura No. 88 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8167468,107.6098218,Taman Hutan Raya Juanda,SanGria Resort & Spa,Ahda N.,3000 - 6000
8.8,1,0,0,0,0,0,0,0,8,0,1,0,0,3916,5,0,3,0,0,5,0,1,3,0,6,6,0,"Jalan R.E. Martadinata 68, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9063306,107.6205148,Taman Hutan Raya Juanda,De Paviljoen Bandung,Garnier F.,3000 - 6000
8.5,1,0,0,0,0,0,0,0,8,0,1,0,0,3917,5,0,1,0,0,1,0,1,1,0,2,2,1,"Jalan Aceh No 71A, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.908499,107.6184802,Taman Hutan Raya Juanda,Amaroossa Bandung,Dimda Y.,3000 - 6000
8.5,1,0,0,0,0,0,0,0,8,0,1,0,0,3918,4,0,0,0,0,0,0,0,0,0,0,0,0,"jl kolonel masturi km4,lembang asri ,nagrak tengah, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7992762,107.5975954,Taman Hutan Raya Juanda,Syariah Runia Villa,Tati H.,3000 - 6000
6.1,1,0,0,0,0,0,0,0,8,0,1,0,0,3919,3,1,0,0,1,1,0,0,1,2,3,1,1,"Jalan Raya Pasir Jambu Km. 28 Ciwidey, Ciwidey, Bandung, Jawa Barat, Indonesia, 40971",-7.0849225,107.4461432,Taman Hutan Raya Juanda,Hotel Pesona Ciwidey,Nurul O.,3000 - 6000
5.4,1,0,0,0,0,0,0,0,8,0,1,0,0,3920,3,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Daisy Garden no. 56, Cluster Spring Hill, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8590609,107.6524849,Taman Hutan Raya Juanda,Spring Hill Villa Syariah Bandung - 4 Bedrooms,rengga a. h.,3000 - 6000
5.4,1,0,0,0,0,0,0,0,8,0,1,0,0,3921,5,0,2,0,1,0,0,0,0,1,1,0,1,"Jl. Raya Soreang No.10 KM.17 Soreang, Soreang, Bandung, Jawa Barat, Indonesia, 40910",-7.0166924,107.5472021,Taman Hutan Raya Juanda,Sutan Raja Hotel and Convention Centre,Dendy K. P.,3000 - 6000
8.5,1,0,0,0,0,0,0,0,8,0,1,0,0,3922,3,0,0,0,0,1,0,0,1,0,2,2,1,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9080875,107.6179482,Taman Hutan Raya Juanda,Flores Gallery Hotel,Aditya R.,3000 - 6000
8.5,1,0,0,0,0,0,0,0,8,0,1,0,0,3923,4,0,0,0,0,1,0,0,0,2,1,-1,0,"Jalan Ir. H. Juanda No. 448, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8684083,107.6208385,Taman Hutan Raya Juanda,Hotel Bukit Juanda Bandung,Ayu W. P.,3000 - 6000
10,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,1,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. Raya Soreang No.10 KM.17 Soreang, Soreang, Bandung, Jawa Barat, Indonesia, 40910",-7.0166924,107.5472021,Taman Hutan Raya Juanda,Sutan Raja Hotel and Convention Centre,Dendy K. P.,3000 - 6000
6.3,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,3,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Kanayakan Lama (Dago Atas) Blok A No. 40, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8987478,107.6127916,Taman Hutan Raya Juanda,Wisma Puri Larasati,Prasetyo E. W.,3000 - 6000
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,3,0,2,1,0,0,0,0,0,3,0,-3,1,"Jalan Cisurian No.57 Rt.01 Rw. 01,Desa Cigugur Girang Parongpong, Parongpong, Bandung, Jawa Barat, Indonesia",-6.8235206,107.5889804,Taman Hutan Raya Juanda,Villa Manis Lembang,Siti N. A.,3000 - 6000
6,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,3,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Soreang - Ciwidey, Km. 25, Ciwidey, Pasirjambu, Bandung, Jawa Barat, Indonesia, 40971",-7.0334665,107.5032943,Taman Hutan Raya Juanda,DRIAM RIVERSIDE,Zalsabilla,3000 - 6000
8.8,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Gunung Putri Desa Jayagiri, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8036234,107.6290805,Taman Hutan Raya Juanda,Osmond Villa Resort,Aprianto S.,3000 - 6000
10,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,4,0,1,0,0,3,0,1,4,0,6,6,0,"Jalan Braga No. 10, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9194606,107.6098208,Taman Hutan Raya Juanda,de Braga by Artotel,Akhmad F.,3000 - 6000
9.1,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,4,0,1,0,0,1,0,1,1,0,2,2,0,"Jl. Otto Iskandar Dinata No.84-92, Kb. Jeruk, Kec. Andir, Kota Bandung, Bandung, Braga, Bandung, Jawa Barat, Indonesia, 40180",-6.9177853,107.6038819,Taman Hutan Raya Juanda,Collection O 22 Hotel Pasar Baru Heritage,A Fauzy H.,3000 - 6000
